,source_id,source_name,author,title,description,url,url_to_image,published_at,content,top_article,engagement_reaction_count,engagement_comment_count,engagement_share_count,engagement_comment_plugin_count
63,reuters,Reuters,Emma Farge,"As ocean fears gather pace, WTO fishing talks stall","The oceans are under siege, campaigners warn, and fish stocks could collapse unless a global deal is struck swiftly to ban harmful fisheries subsidies. The World Trade Organization, meanwhile, can't agree on who will head the committee to discuss the issue, a…",https://www.reuters.com/article/us-trade-wto-fish-idUSKBN1WG42V,https://s4.reutersmedia.net/resources/r/?m=02&d=20191001&t=2&i=1435913141&w=1200&r=LYNXMPEF902XR,2019-10-01T14:27:24Z,"GENEVA (Reuters) - The oceans are under siege, campaigners warn, and fish stocks could collapse unless a global deal is struck swiftly to ban harmful fisheries subsidies. The World Trade Organization, meanwhile, can’t agree on who will head the committee to d… [+3707 chars]",0,0.0,0.0,0.0,0.0
3,abc-news,ABC News,The Associated Press,Lawmakers plan investigation in NJ Transit's 'failures',"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",https://abcnews.go.com/US/wireStory/lawmakers-plan-investigation-nj-transits-failures-65983120,,2019-10-01T16:30:13Z,"Lawmakers in New Jersey are launching an investigation into the state's beleaguered transit system.
Democratic Senate President Steve Sweeney said in a statement Tuesday he's setting up a committee to probe the agency over ""continued failures and to develop … [+612 chars]",0,0.0,0.0,0.0,0.0
14,reuters,Reuters,Jan  Wolfe,U.S. government watchdog faults DEA for slow response to opioid crisis,"A U.S. government watchdog on Tuesday harshly criticized the Drug Enforcement Agency for its response to the opioid crisis, saying that amid a surge in opioid-related deaths the agency failed to use its most powerful deterrent and authorized an increase in pa…",https://www.reuters.com/article/us-usa-justice-opioid-idUSKBN1WG4AY,https://s4.reutersmedia.net/resources/r/?m=02&d=20191001&t=2&i=1435938334&w=1200&r=LYNXMPEF9032X,2019-10-01T15:56:49Z,"(Reuters) - A U.S. government watchdog on Tuesday harshly criticized the Drug Enforcement Agency for its response to the opioid crisis, saying that amid a surge in opioid-related deaths the agency failed to use its most powerful deterrent and authorized an in… [+2024 chars]",0,0.0,0.0,5.0,0.0
50,cbs-news,CBS News,CBS News,The Golden State Killer,"After 40 years, police arrest the man they think committed at least 50 rapes and 12 murders. Correspondent Tracy Smith has the latest in the case.",https://www.cbsnews.com/video/the-golden-state-killer-1/,https://cbsnews3.cbsistatic.com/hub/i/r/2018/04/29/1130f809-9eed-4013-b2e2-e279a66002c3/thumbnail/1200x630/99e6aa7b50c17dde262b1c151bba1c92/gsk-full-1557363-640x360.jpg,2019-10-01T00:42:51Z,,0,0.0,0.0,0.0,0.0
11,business-insider,Business Insider,Kevin Webb,Apple and Google push to transform video game industry,"With Apple Arcade and Stadia, Apple and Google are looking to take a bigger role in the gaming industry, and they picked the perfect time.",http://www.businessinsider.com/apple-google-video-game-transform-industry-2019-9,https://image.businessinsider.com/5d8154bf2e22af54460a04a8?width=1200&format=jpeg,2019-10-01T13:54:32Z,,1,0.0,0.0,0.0,0.0
12,the-new-york-times,The New York Times,Michael Wolgelenter,Brother of Iran’s President Is Sentenced to Prison for Corruption,"President Hassan Rouhani campaigned on a promise to fight corruption, but long-running accusations against his brother have undermined him politically.",https://www.nytimes.com/2019/10/01/world/middleeast/iran-hossein-fereydoun-corruption.html,https://static01.nyt.com/images/2019/10/01/world/01iran/01iranf-facebookJumbo.jpg,2019-10-01T14:57:30Z,"Asked whether Mr. Fereydoun faced charges in any other cases, a spokesman for the judiciary, Gholam Hossein Esmayeeli, said at a news conference that prosecutors were still looking at his other case and that it had not been forwarded to the courts. He did not… [+1278 chars]",0,0.0,0.0,17.0,0.0
29,al-jazeera-english,Al Jazeera English,Elias Gebreselassie,Is the Ethiopian justice system on the right path of reform?,"An infamous prison was closed and there are bids to prosecute officials who abused power, but activists remain cautious.",https://www.aljazeera.com/indepth/features/ethiopian-justice-system-path-reform-190930180723542.html,https://www.aljazeera.com/mritems/Images/2019/9/29/12d04ec48ea943739face7f4b0aafae6_18.jpg,2019-10-01T05:02:46Z,"Addis Ababa - Ethiopia, In April 2014,Abel Wabella, a social media activist who founded Addis Zeybe, an online news outlet, was arrested by Ethiopian security forces and jailed in Maekelawi, an infamous prison in the centre of Addis Ababa.
His arrest came du… [+5507 chars]",0,24.0,0.0,61.0,0.0
73,reuters,Reuters,Neha Dasgupta,U.S. Commerce Sec Ross to hold talks in India amid hopes of trade deal,U.S. Commerce Secretary Wilbur Ross will be holding talks with Indian leaders this week and three sources in government and industry in New Delhi said there were renewed expectations of a trade deal on farm goods and pharmaceuticals.,https://www.reuters.com/article/usa-trade-india-idUSL3N26M1WH,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2019-10-01T14:08:05Z,"NEW DELHI, Oct 1 (Reuters) - U.S. Commerce Secretary Wilbur Ross will be holding talks with Indian leaders this week and three sources in government and industry in New Delhi said there were renewed expectations of a trade deal on farm goods and pharmaceutica… [+2367 chars]",0,0.0,0.0,0.0,0.0
13,the-wall-street-journal,The Wall Street Journal,"Jenny Strasburg , Margot Patrick",Credit Suisse consultant linked to spying on former executive reportedly dies,"The consultant, whose identity isn’t known by The Wall Street Journal, shot himself on Tuesday, according to Zurich lawyer Thomas Fingerhuth. The Journal couldn’t independently verify the death or its cause late Monday night.",https://www.wsj.com/articles/consultant-linked-to-surveillance-of-former-credit-suisse-executive-reported-dead-11569885373?mod=searchresults&amp;page=1&amp;pos=1,http://s.marketwatch.com/public/resources/MWimages/MW-HI138_cs_240_ZG_20190424012539.jpg,2019-10-01T05:16:18Z,"A consultant who helped Credit Suisse Group AG hire investigators to trail the banks former wealth-management chief died in an apparent suicide last week, a lawyer in Switzerland said Monday night.
The consultant, whose identity isnt known by The Wall Street… [+1059 chars]",0,4.0,3.0,14.0,0.0
23,reuters,Reuters,Reuters Editorial,Enbridge asked to add potential oilspill analysis for Line 3 pipeline project,"Enbridge Inc needs to add an analysis of potential oil spills into Lake Superior watershed and submit a revised environmental impact statement (EIS) to proceed with its Line 3 pipeline replacement project, a Minnesota regulator said on Tuesday.",https://ca.reuters.com/article/businessNews/idCAKBN1WG49W-OCABS,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2019-10-01T15:36:22Z,"(Reuters) - Enbridge Inc needs to add an analysis of potential oil spills into Lake Superior watershed and submit a revised environmental impact statement (EIS) to proceed with its Line 3 pipeline replacement project, a Minnesota regulator said on Tuesday. 
… [+349 chars]",0,0.0,0.0,0.0,0.0
9,the-irish-times,The Irish Times,Peter Hamilton,Lauda to fly from Knock Airport from March,Ryanair subsidiary to depart twice weekly for Palma Majorca,https://www.irishtimes.com/business/transport-and-tourism/lauda-to-fly-from-knock-airport-from-march-1.4036424,https://www.irishtimes.com/image-creator/?id=1.4036423&origw=1253,2019-10-01T15:00:00Z,"Lauda, the Austrian-based airline owned by Ryanair, has launched its first ever service from regional Ireland with flights from Ireland West Airport Knock due to start next year. 
From March 2020, Lauda will fly to Palma Majorca twice a week using an Airbus … [+1469 chars]",0,3.0,3.0,3.0,0.0
14,the-irish-times,The Irish Times,,A perfect rugby storm: The Welsh and Aussies share dreams in song,It was completely impossible to know which side had won and which side had lost,https://www.irishtimes.com/sport/rugby/a-perfect-rugby-storm-the-welsh-and-aussies-share-dreams-in-song-1.4036438,https://www.irishtimes.com/image-creator/?id=1.4036437&origw=1440,2019-10-01T14:30:40Z,"It was a perfect storm of colour and accent and to the regular commuters on the Sunday evening Kaio local train bound for central Toyko, it must have seemed as if they had suddenly been transported to a strange and troubling land featuring billabong, Delilah … [+305 chars]",0,0.0,0.0,1.0,0.0
4,the-new-york-times,The New York Times,,"Amber Guyger, Former Dallas Officer, Found Guilty of Murder in Death of Neighbor - The New York Times","Amber Guyger, Former Dallas Officer, Found Guilty of Murder in Death of Neighbor The New York Times Ex-cop who killed neighbor in his own home found guilty of murder: Live updates CNN Jury Resumes Deliberations In Amber Guyger Murder Trial msnNOW Jury deliber…",https://www.nytimes.com/2019/10/01/us/amber-guyger-trial-verdict-botham-jean.html,https://static01.nyt.com/images/2019/09/30/us/30guyger/30guyger-facebookJumbo.jpg,2019-10-01T15:47:00Z,"DALLAS A former Dallas police officer who shot her unarmed black neighbor in his own apartment was found guilty of murder on Tuesday, in an unusual and high-profile case that dealt with issues of race, policing and mistaken identity. 
The former officer, Amb… [+522 chars]",1,50466.0,8574.0,8773.0,0.0
79,bbc-news,BBC News,BBC News,Russian alcohol consumption falls steeply,The 43% decline follows a series of alcohol-control measures implemented by the state.,http://www.bbc.co.uk/news/world-europe-49892339,https://ichef.bbci.co.uk/news/1024/branded_news/D3BC/production/_109040245_217e9013-6b16-4507-8421-ab95b63bd2cf.jpg,2019-10-01T11:41:09Z,"Image copyrightGetty ImagesImage caption
 Alcohol consumption has been recognised as leading cause of death in Russia
Russian alcohol consumption decreased by 43% from 2003 to 2016, a World Health Organization (WHO) report says.
It attributed the decline t… [+1957 chars]",1,0.0,0.0,0.0,0.0
14,abc-news,ABC News,The Associated Press,12th man arrested in statutory rape case at Alabama college,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",https://abcnews.go.com/US/wireStory/12th-man-arrested-statutory-rape-case-alabama-college-65981963,,2019-10-01T16:05:11Z,"A dozen young men are now charged in connection with the alleged rapes of two underage teens at Alabama's Jacksonville State University.
News outlets reports that an 11th and 12th suspect were arrested Monday.
Investigators say two underage girls between th… [+504 chars]",0,0.0,0.0,0.0,0.0
51,abc-news,ABC News,The Associated Press,New limits for chemicals in New Hampshire drinking water,"New limits are now in effect for a class of toxic chemicals in New Hampshire's public drinking water supplies, representing some of the nation's toughest standards",https://abcnews.go.com/US/wireStory/limits-chemicals-hampshire-drinking-water-65978325,,2019-10-01T14:05:11Z,"New limits are now in effect for a class of toxic chemicals in New Hampshire's public drinking water supplies, representing some of the nation's toughest standards.
New Hampshire Public Radio reports the standards, which took effect Tuesday, require local wa… [+585 chars]",0,0.0,0.0,0.0,0.0
15,cbs-news,CBS News,Sarah Ewall-Wice,Sanders campaign raises $25 million in third quarter,The cash raised in the third quarter comes from 1.4 million donations,https://www.cbsnews.com/news/bernie-sanders-campaign-announces-it-raised-25-million-in-third-quarter/,https://cbsnews1.cbsistatic.com/hub/i/r/2019/09/13/5e031d67-2e3d-4473-bb92-0559282cb015/thumbnail/1200x630g9/92eef5b71e52f212dd490af6905c21a4/ap-19256037050522.jpg,2019-10-01T13:18:52Z,"Senator Bernie Sanders' presidential campaign announced Tuesday that it has raised $25.3 million in the third quarter of 2019, the most of any 2020 Democratic presidential candidate in a quarter to date. According to the campaign, September was its single bes… [+2037 chars]",0,24.0,0.0,14.0,0.0
26,business-insider,Business Insider,"feedback@businessinsider.com (Meghan Morris), Meghan Morris","WeWork's Rebekah Neumann insists that all technology she uses is white-colored, and her assistants once had to break apart her phone, spray paint all the pieces, and put it back together for her","Fortune More than 20 current and former WeWork employees explained what it was like to work at the shared space company. Even though WeWork has been positioned as a tech company, co-founders Adam and Rebekah Neumann don't use computers, preferring to dictate …",https://www.businessinsider.com/inside-wework-co-founders-personal-technology-preferences-2019-10,https://image.businessinsider.com/5d9356a82e22af348014608b?width=1200&format=jpeg,2019-10-01T14:37:19Z,"Rebekah Neumann only likes white-colored technology. That means no rose gold iPhones, or silver Google Android devices. 
The WeWork co-founder's preference for white technology once led staff to buy a can of white paint, disassemble her desktop phone – which… [+2360 chars]",0,13.0,5.0,5.0,0.0
46,cnn,CNN,Jason Cipriani,GoPro Max is the company's latest 360-degree camera,"Action camera maker GoPro on Tuesday announced the Hero 8, its flagship camera packed full of new features and capabilities aimed at adrenaline junkies. GoPro also unveiled the Max, a dual-lens camera that looks a lot like the GoPro Fusion, the company's firs…",https://www.cnn.com/2019/10/01/cnn-underscored/gopro-max-360-degree-camera-pricing-features/index.html,https://cdn.cnn.com/cnnnext/dam/assets/190930213229-underscored-gopro-max-lead-super-tease.jpg,2019-10-01T13:00:03Z,"Action camera maker GoPro on Tuesday announced the Hero 8, its flagship camera packed full of new features and capabilities aimed at adrenaline junkies. GoPro also unveiled the Max, a dual-lens camera that looks a lot like the GoPro Fusion, the company's firs… [+2194 chars]",0,2.0,5.0,8.0,0.0
24,reuters,Reuters,Reuters Editorial,"More than 130,000 Sephardic Jews apply for Spanish citizenship by deadline","More than 130,000 descendants of Sephardic Jews expelled en masse from Spain in 1492 have requested Spanish citizenship in the past four years, the Justice Ministry said on Tuesday, hours after a deadline for applications expired.",https://www.reuters.com/article/us-spain-citizenship-jews-idUSKBN1WG49S,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2019-10-01T15:34:38Z,"MADRID (Reuters) - More than 130,000 descendants of Sephardic Jews expelled en masse from Spain in 1492 have requested Spanish citizenship in the past four years, the Justice Ministry said on Tuesday, hours after a deadline for applications expired. 
About h… [+1330 chars]",0,0.0,0.0,5.0,0.0
60,cbs-news,CBS News,CBS News,"""Democrats subpoena Giuliani as White House plans response""","The president's personal attorney, Rudy Giuliani, is the lastest in Mr. Trump's inner circle to be subpoenaed by Democrats. CBS News Chief Congressional Correspondent Nancy Cordes, Wall Street Journal Capitol Hill Reporter Siobhan Hughes, and Politico Senior …",https://www.cbsnews.com/video/democrats-subpoena-giuliani-as-white-house-plans-response/,https://cbsnews3.cbsistatic.com/hub/i/r/2019/10/01/681e1f56-3d30-49bd-9468-2eb35006135c/thumbnail/1200x630/de5f584a9f9f2894a3910a0378fd00d1/0930-rnb-giulianissubpoenawh-1943469-640x360.jpg,2019-10-01T00:23:50Z,,0,0.0,0.0,0.0,0.0
